teff,logg,feh,resolution,vmic
6500,1.5,0.0,200000.0,2.0
6500,1.5,0.25,200000.0,2.0
6500,1.5,0.5,200000.0,2.0
6500,2.0,-1.0,200000.0,2.0
6500,2.0,-0.75,200000.0,2.0
6500,2.0,-0.5,200000.0,2.0
6500,2.0,-0.25,200000.0,2.0
6500,2.0,0.0,200000.0,2.0
6500,2.0,0.25,200000.0,2.0
6500,2.0,0.5,200000.0,2.0
6500,2.5,-1.0,200000.0,2.0
6500,2.5,-0.75,200000.0,2.0
6500,2.5,-0.5,200000.0,2.0
6500,2.5,-0.25,200000.0,2.0
6500,2.5,0.0,200000.0,2.0
6500,2.5,0.25,200000.0,2.0
6500,2.5,0.5,200000.0,2.0
6500,3.0,-1.0,200000.0,2.0
6500,3.0,-0.75,200000.0,2.0
6500,3.0,-0.5,200000.0,2.0
6500,3.0,-0.25,200000.0,2.0
6500,3.0,0.0,200000.0,2.0
6500,3.0,0.25,200000.0,2.0
6500,3.0,0.5,200000.0,2.0
6500,3.5,-1.0,200000.0,2.0
6500,3.5,-0.75,200000.0,2.0
6500,3.5,-0.5,200000.0,2.0
6500,3.5,-0.25,200000.0,2.0
6500,3.5,0.0,200000.0,2.0
6500,3.5,0.25,200000.0,2.0
6500,3.5,0.5,200000.0,2.0
6500,4.0,-1.0,200000.0,2.0
6500,4.0,-0.75,200000.0,2.0
6500,4.0,-0.5,200000.0,2.0
6500,4.0,-0.25,200000.0,2.0
6500,4.0,0.0,200000.0,2.0
6500,4.0,0.25,200000.0,2.0
6500,4.0,0.5,200000.0,2.0
6500,4.5,-1.0,200000.0,2.0
6500,4.5,-0.75,200000.0,2.0
6500,4.5,-0.5,200000.0,2.0
6500,4.5,-0.25,200000.0,2.0
6500,4.5,0.0,200000.0,2.0
6500,4.5,0.25,200000.0,2.0
6500,4.5,0.5,200000.0,2.0
6500,5.0,-1.0,200000.0,2.0
6500,5.0,-0.75,200000.0,2.0
6500,5.0,-0.5,200000.0,2.0
6500,5.0,-0.25,200000.0,2.0
6500,5.0,0.0,200000.0,2.0
6500,5.0,0.25,200000.0,2.0
6500,5.0,0.5,200000.0,2.0
6750,1.0,-1.0,200000.0,2.0
6750,1.0,-0.75,200000.0,2.0
6750,1.0,-0.5,200000.0,2.0
6750,1.0,-0.25,200000.0,2.0
6750,1.0,0.0,200000.0,2.0
6750,1.0,0.25,200000.0,2.0
6750,1.0,0.5,200000.0,2.0
6750,1.5,-1.0,200000.0,2.0
6750,1.5,-0.75,200000.0,2.0
6750,1.5,-0.5,200000.0,2.0
6750,1.5,-0.25,200000.0,2.0
6750,1.5,0.0,200000.0,2.0
6750,1.5,0.25,200000.0,2.0
6750,1.5,0.5,200000.0,2.0
6750,2.0,-1.0,200000.0,2.0
6750,2.0,-0.75,200000.0,2.0
6750,2.0,-0.5,200000.0,2.0
6750,2.0,-0.25,200000.0,2.0
6750,2.0,0.0,200000.0,2.0
6750,2.0,0.25,200000.0,2.0
6750,2.0,0.5,200000.0,2.0
6750,2.5,-1.0,200000.0,2.0
6750,2.5,-0.75,200000.0,2.0
6750,2.5,-0.5,200000.0,2.0
6750,2.5,-0.25,200000.0,2.0
6750,2.5,0.0,200000.0,2.0
6750,2.5,0.25,200000.0,2.0
6750,2.5,0.5,200000.0,2.0
6750,3.0,-1.0,200000.0,2.0
6750,3.0,-0.75,200000.0,2.0
6750,3.0,-0.5,200000.0,2.0
6750,3.0,-0.25,200000.0,2.0
6750,3.0,0.0,200000.0,2.0
6750,3.0,0.25,200000.0,2.0
6750,3.0,0.5,200000.0,2.0
6750,3.5,-1.0,200000.0,2.0
6750,3.5,-0.75,200000.0,2.0
6750,3.5,-0.5,200000.0,2.0
6750,3.5,-0.25,200000.0,2.0
6750,3.5,0.0,200000.0,2.0
6750,3.5,0.25,200000.0,2.0
6750,3.5,0.5,200000.0,2.0
6750,4.0,-1.0,200000.0,2.0
6750,4.0,-0.75,200000.0,2.0
6750,4.0,-0.5,200000.0,2.0
6750,4.0,-0.25,200000.0,2.0
6750,4.0,0.0,200000.0,2.0
6750,4.0,0.25,200000.0,2.0
6750,4.0,0.5,200000.0,2.0
6750,4.5,-1.0,200000.0,2.0
6750,4.5,-0.75,200000.0,2.0
6750,4.5,-0.5,200000.0,2.0
6750,4.5,-0.25,200000.0,2.0
6750,4.5,0.0,200000.0,2.0
6750,4.5,0.25,200000.0,2.0
6750,4.5,0.5,200000.0,2.0
6750,5.0,-1.0,200000.0,2.0
6750,5.0,-0.75,200000.0,2.0
6750,5.0,-0.5,200000.0,2.0
6750,5.0,-0.25,200000.0,2.0
6750,5.0,0.0,200000.0,2.0
6750,5.0,0.25,200000.0,2.0
6750,5.0,0.5,200000.0,2.0
7000,1.0,-1.0,200000.0,2.0
7000,1.0,-0.75,200000.0,2.0
7000,1.0,-0.5,200000.0,2.0
7000,1.0,-0.25,200000.0,2.0
7000,1.0,0.0,200000.0,2.0
7000,1.0,0.25,200000.0,2.0
7000,1.0,0.5,200000.0,2.0
7000,1.5,-1.0,200000.0,2.0
7000,1.5,-0.75,200000.0,2.0
7000,1.5,-0.5,200000.0,2.0
7000,1.5,-0.25,200000.0,2.0
7000,1.5,0.0,200000.0,2.0
7000,1.5,0.25,200000.0,2.0
7000,1.5,0.5,200000.0,2.0
7000,2.0,-1.0,200000.0,2.0
7000,2.0,-0.75,200000.0,2.0
7000,2.0,-0.5,200000.0,2.0
7000,2.0,-0.25,200000.0,2.0
7000,2.0,0.0,200000.0,2.0
7000,2.0,0.25,200000.0,2.0
7000,2.0,0.5,200000.0,2.0
7000,2.5,-1.0,200000.0,2.0
7000,2.5,-0.75,200000.0,2.0
7000,2.5,-0.5,200000.0,2.0
7000,2.5,-0.25,200000.0,2.0
7000,2.5,0.0,200000.0,2.0
7000,2.5,0.25,200000.0,2.0
7000,2.5,0.5,200000.0,2.0
7000,3.0,-1.0,200000.0,2.0
7000,3.0,-0.75,200000.0,2.0
7000,3.0,-0.5,200000.0,2.0
7000,3.0,-0.25,200000.0,2.0
7000,3.0,0.0,200000.0,2.0
7000,3.0,0.25,200000.0,2.0
7000,3.0,0.5,200000.0,2.0
7000,3.5,-1.0,200000.0,2.0
7000,3.5,-0.75,200000.0,2.0
7000,3.5,-0.5,200000.0,2.0
7000,3.5,-0.25,200000.0,2.0
7000,3.5,0.0,200000.0,2.0
7000,3.5,0.25,200000.0,2.0
7000,3.5,0.5,200000.0,2.0
7000,4.0,-1.0,200000.0,2.0
7000,4.0,-0.75,200000.0,2.0
7000,4.0,-0.5,200000.0,2.0
7000,4.0,-0.25,200000.0,2.0
7000,4.0,0.0,200000.0,2.0
7000,4.0,0.25,200000.0,2.0
7000,4.0,0.5,200000.0,2.0
7000,4.5,-1.0,200000.0,2.0
7000,4.5,-0.75,200000.0,2.0
7000,4.5,-0.5,200000.0,2.0
7000,4.5,-0.25,200000.0,2.0
7000,4.5,0.0,200000.0,2.0
7000,4.5,0.25,200000.0,2.0
7000,4.5,0.5,200000.0,2.0
7000,5.0,-1.0,200000.0,2.0
7000,5.0,-0.75,200000.0,2.0
7000,5.0,-0.5,200000.0,2.0
7000,5.0,-0.25,200000.0,2.0
7000,5.0,0.0,200000.0,2.0
7000,5.0,0.25,200000.0,2.0
7000,5.0,0.5,200000.0,2.0
